ACTECON;GRUANALI;antigüedad;TAMAEMP;nrotrab;riesgo;categoria;target;modular;prom_antes;cant_antes
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;6204.46315;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;-289.436166666667;70
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;-289.436166666667;72
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;-291.3593;71
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;-291.3593;75
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;-289.436166666667;74
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;-289.436166666667;73
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;95.1966333333333;64
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;-287.513033333333;69
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;-285.5899;68
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;-285.5899;67
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;-285.5899;66
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;-95.1966333333333;65
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;63
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;144
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;285.5899;143
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;285.5899;142
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;141
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;140
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;139
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;285.5899;138
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;137
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;136
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;285.5899;134
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;135
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;133
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;132
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;131
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;285.5899;130
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;129
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;126
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;128
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;127
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;125
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;428.373133333333;124
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;430.296266666667;123
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;432.2194;122
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;121
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;120
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;119
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;118
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;117
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;116
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;285.5899;83
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;285.5899;82
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;89
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;93.2735;86
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;88
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;95.1966333333333;87
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;93.2735;85
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;285.5899;84
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;285.5899;81
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;285.5899;80
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;285.5899;79
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;93.2735;78
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;-99.0429;77
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;-291.3593;76
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;115
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;114
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;113
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;112
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;111
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;110
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;108
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;234.700133333333;106
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;234.700133333333;105
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;109
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;291.3593;104
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;103
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;102
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;232.777;107
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;101
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;100
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;98
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;97
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;99
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;96
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;62
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;61
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;60
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;59
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;291.3593;58
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;95
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;94
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;93
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;92
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;91
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;90
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;51
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;50
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;49
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;291.3593;48
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;291.3593;53
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;52
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;56
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;57
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;55
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;291.3593;54
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;46
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;47
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;43
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;45
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;44
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;4
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;11611.1607666667;3
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;11515.9641333333;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;17128.26655;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;41
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;42
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;31
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;40
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;39
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;38
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;37
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;36
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;35
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;34
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;33
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;32
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;21
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;30
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;29
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;28
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;27
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;26
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;25
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;24
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;23
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;22
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;11
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;20
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;19
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;18
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;17
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;16
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;15
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;14
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;13
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;12
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;10
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;9
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;8
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;7
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.436166666667;6
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.513033333333;5
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;1225.4763;6
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;1173.0767;5
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;1519.6642;12
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;1902.5768;11
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;2029.23533333333;10
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;990.7425;9
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;1063.16503333333;8
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;1149.65396666667;7
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;1306.36053333333;4
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;1318.70503333333;3
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;675.073566666667;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;314.7744;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;3396.6121;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;-85623.9652333333;3
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;67.9802666666667;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;61.917;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;-36225.8634;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;-74048.1876;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;-505990.2415;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;-336760.0696;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;54.4623;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.495366666667;28
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;313.701333333333;27
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;313.701333333333;26
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;313.701333333333;25
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.495366666667;24
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;285.5723;22
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.495366666667;21
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.495366666667;23
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.495366666667;20
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;192.3046;31
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;190.381533333333;30
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;190.381533333333;29
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.495366666667;13
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.418433333333;19
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.495366666667;18
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.418433333333;17
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.418433333333;16
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.418433333333;15
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.418433333333;14
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.418433333333;12
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.495366666667;11
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;289.418433333333;10
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.495366666667;9
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.495366666667;8
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;295.093133333333;7
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;304.613966666667;6
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;304.613966666667;5
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;297.0162;4
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;287.495366666667;3
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;192.3046;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;142.78615;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;4;MODULAR__2;1205.23363333333;9
